study,bench,name,seed,cond,arm,rep,noise,pool_frac,policy,chosen,k,beta,n_pool,n_fit,n_conf,n_test,base_metric,gate_metric_delta,blanket_metric_delta,base_accuracy,gate_accuracy,joint_harm,blanket_joint_harm,apply_rate,target_accuracy
conf,mosei,CMAD,0,a,,0,,,selected,cross_mask,5,1.0,1161,1161,1161,1160,0.6305803571428571,0.0502232142857143,0.0736607142857143,0.5353448275862069,0.5827586206896552,0.10086206896551723,0.25775862068965516,0.3232758620689655,0.6137931034482759
conf,mosei,CMAD,0,a,,0,,,selected,cross_mask,5,1.0,1161,1161,50,1160,0.6305803571428571,0.0502232142857143,0.0736607142857143,0.5353448275862069,0.5810344827586207,0.0896551724137931,0.25775862068965516,0.28620689655172415,0.6137931034482759
conf,mosei,CMAD,0,a,,1,,,selected,cross_mask,5,1.0,1161,1161,50,1160,0.6305803571428571,0.0502232142857143,0.0736607142857143,0.5353448275862069,0.5818965517241379,0.09482758620689655,0.25775862068965516,0.30689655172413793,0.6137931034482759
conf,mosei,CMAD,0,a,,2,,,selected,cross_mask,5,1.0,1161,1161,50,1160,0.6305803571428571,0.0502232142857143,0.0736607142857143,0.5353448275862069,0.5818965517241379,0.09482758620689655,0.25775862068965516,0.30689655172413793,0.6137931034482759
conf,mosei,CMAD,0,a,,3,,,selected,cross_mask,5,1.0,1161,1161,50,1160,0.6305803571428571,0.0502232142857143,0.0736607142857143,0.5353448275862069,0.5827586206896552,0.10086206896551723,0.25775862068965516,0.32413793103448274,0.6137931034482759
conf,mosei,CMAD,0,a,,4,,,selected,cross_mask,5,1.0,1161,1161,50,1160,0.6305803571428571,0.03236607142857151,0.0736607142857143,0.5353448275862069,0.5706896551724138,0.04224137931034483,0.25775862068965516,0.15,0.6137931034482759
conf,mosei,CMAD,0,a,,5,,,selected,cross_mask,5,1.0,1161,1161,50,1160,0.6305803571428571,0.0502232142857143,0.0736607142857143,0.5353448275862069,0.5818965517241379,0.09482758620689655,0.25775862068965516,0.30689655172413793,0.6137931034482759
conf,mosei,CMAD,0,a,,6,,,selected,cross_mask,5,1.0,1161,1161,50,1160,0.6305803571428571,0.0502232142857143,0.0736607142857143,0.5353448275862069,0.5827586206896552,0.10086206896551723,0.25775862068965516,0.3232758620689655,0.6137931034482759
conf,mosei,CMAD,0,a,,7,,,selected,cross_mask,5,1.0,1161,1161,50,1160,0.6305803571428571,0.0502232142857143,0.0736607142857143,0.5353448275862069,0.5827586206896552,0.10086206896551723,0.25775862068965516,0.32413793103448274,0.6137931034482759
conf,mosei,CMAD,0,a,,0,,,selected,cross_mask,5,1.0,1161,1161,100,1160,0.6305803571428571,0.0502232142857143,0.0736607142857143,0.5353448275862069,0.5810344827586207,0.0896551724137931,0.25775862068965516,0.28620689655172415,0.6137931034482759
